ID,Track ID,song_title,artist,speechiness,key,acousticness,loudness,mode,energy,danceability,liveness,time_signature,tempo,language,weather,time_of_day
9415,438njqDCe9HxB5uzq3o4gk,Main Aj Raat Noo Kaliaan,Jawahar Bharoli|Neelam,0.082,4.0,0.204,-2.783,0.0,0.236,0.14,0.819,4.0,124.994,Punjabi,Foggy,Night
9416,7KOefqXoAxVdEHNA6hFX4R,Diwane Diwane,Preeti Sagar,0.04,2.0,0.845,-9.893,1.0,0.418,0.66,0.83,4.0,173.894,Punjabi,Clear,Night
9417,2Teg0okxywIDllM2AqMeBu,Tere Sadqe Main Dildara,Noor Jehan,0.09,11.0,0.172,-13.542,0.0,0.845,0.33,0.143,4.0,167.792,Punjabi,Cloudy,Night
9418,05xkBXemnt1bPiu8mA7QhV,Maa Durga Mehra Di Dati,Jaspinder Narula,0.07,0.0,0.38,-3.998,1.0,0.428,0.09,0.11,4.0,173.07,Punjabi,Clear,Night
9419,4RfAavr6URWY9IheMkkhJE,Mitra O Mitra,Jaspal Singh,0.024,7.0,0.892,-5.861,0.0,0.491,0.58,0.889,4.0,146.005,Punjabi,Clear,Night
9420,2Bzs20LQGWqHTt4gWOHxM8,Baghanch Baharan Ne,Anwar|Anuradha Paudwal,0.0546,6.0,0.0,-4.411,1.0,0.469,0.8,0.66,4.0,130.127,Punjabi,Clear,Night
9421,3Ieo2DoQ3Gs73NHb3zGrj3,Ek Roz Niaz,Alam Lohar,0.022,0.0,0.26,-11.128,1.0,0.993,0.44,0.22,4.0,120.066,Punjabi,Cloudy,Evening
9422,1eU6EBKLbEynKy3IZKaD5h,Tunba Wajia Ishq Wala,Noor Jehan,0.055,7.0,0.617,-2.57,0.0,0.431,0.58,0.751,4.0,130.102,Punjabi,Clear,Night
9423,6fvW1VKxxJhHAJZTpwCoCk,Pan De Luddi Pan De,Musarrat Nazir,0.018,1.0,0.68,-10.688,1.0,0.033,0.4,0.46,4.0,134.019,Punjabi,Rainy,Night
9424,797r9gGCtLDjKhKEniy3Df,Tenun Raj Raj,Nusrat Fateh Ali Khan,0.0953,5.0,0.45,-4.105,0.0,0.886,0.82,0.11,4.0,146.17,Punjabi,Sunny,Evening
9425,5fbYbvu9pfiEq0SjffEnX0,Dol Gaya Dil Dol Gaya,Noor Jehan,0.0386,0.0,0.275,-11.449,1.0,0.139,0.9,0.499,4.0,213.02,Punjabi,Clear,Night
9426,2UtqJuwzefQwPLH0LHuCg0,Rut Hai Jawani Dee,Minoo Purshottam,0.001,11.0,0.878,-11.001,0.0,0.568,0.56,0.373,4.0,178.258,Punjabi,Clear,Evening
9427,3h8d5rPjH2lWTI8Y9mrp65,Kanda Kadh De Tilli,Noor Jehan,0.002,3.0,0.493,-6.191,1.0,0.355,0.57,0.75,4.0,182.12,Punjabi,Clear,Night
9428,19En0ewr5f0B1b2rfbOKcc,Hai Ne Main Sadke,Mohammed Rafi,0.082,7.0,0.319,-12.829,0.0,0.502,0.04,0.653,4.0,130.067,Punjabi,Cloudy,Night
9429,3b3Z5xQI7q463pOQoPWeo0,Bul Tere Patle,Asha Bhosle|Mahendra Kapoor|Chorus,0.019,9.0,0.73,-3.935,1.0,0.683,0.4,0.84,4.0,187.99,Punjabi,Clear,Night
9430,2WACZWiDZsZRlPnk4cGlEQ,Mai Tilliyar Te Tu,Mohan,0.001,8.0,0.859,-3.548,1.0,0.769,0.75,0.653,4.0,193.404,Punjabi,Sunny,Afternoon
9431,1jKZVHybxEZ1XPj4rnoCVV,Mere Babu Surdas Ji,Dilraj Kaur,0.06,1.0,0.73,-7.33,1.0,0.62,0.77,0.76,4.0,139.968,Punjabi,Clear,Evening
9432,4KqTqISGkeC5ebiE1YTbTw,Sone Rangiyan Karna Thullay,Noor Jehan,0.063,6.0,0.15,-5.09,0.0,0.26,0.7,0.984,4.0,124.974,Punjabi,Clear,Night
9433,2hj3oEI4kqcEyJg9S9mrqu,Top Geyar Kiven Lagda,Sudesh Kapoor|Lakhan Pal Lakhan,0.057,7.0,0.137,-3.863,1.0,0.107,0.83,0.309,4.0,124.987,Punjabi,Clear,Night
9434,6Kck4gQWspz5j1wiv6H8zt,Vohti Mil Gai Ambarsar,Chhanda|Prof.hari Dev,0.0497,8.0,0.33,-11.18,1.0,0.093,0.05,0.59,4.0,135.931,Punjabi,Foggy,Night
9435,0nSMaidjV1f7RqMKhC31CO,Mainu Koi Sanbo Ni,Dilraj Kaur,0.02,2.0,0.223,-10.016,1.0,0.153,0.31,0.188,4.0,208.032,Punjabi,Foggy,Night
9436,5tdmuF6SOvnROtStQdtKht,Meri Suti Di,Asha Bhosle|Devki Anand,0.1,0.0,0.11,-7.397,1.0,0.519,0.97,0.29,4.0,180.646,Punjabi,Cloudy,Evening
9437,1YDwLmD61zavfM6GSea8Mt,Nee Maalwe Cha Rehan,Samarjeet Samar|S.s.lohar,0.068,7.0,0.388,-5.491,0.0,0.203,0.39,0.733,4.0,211.914,Punjabi,Foggy,Night
9438,1pY0x1rXXp0MJw7cxmUapV,Soniya Chabliya,Ravinder Kumar 'Ravi',0.0639,2.0,0.631,-9.763,1.0,0.418,0.2,0.313,4.0,121.836,Punjabi,Clear,Night
9439,3aPnm8FgHG7Eeq4tf0rxVb,Peran Hasdi,Zubaida Khanum,0.094,4.0,0.86,-13.011,0.0,0.044,0.01,0.24,4.0,185.966,Punjabi,Rainy,Morning
9440,7Bk3fsIy7RBfQXdUmi1E65,Nachna Morni Ban Ke,Balwinder Kumar,0.0397,2.0,0.061,-10.645,1.0,0.048,0.5,0.07,4.0,119.818,Punjabi,Clear,Night
9441,0dms4iFwzGoLqPCd6I6IZD,Jadon Chanke Teri,Shaukat Ali|Nahid Akhtar|A.Nayyar|Masood Rana,0.02,4.0,0.592,-11.064,0.0,0.038,0.94,0.244,4.0,179.063,Punjabi,Clear,Night
9442,4TK8mpHEkOdIA6NFL3bR0B,Kale Kale Motiyan Dee,Mohan Singh Chatha,0.095,1.0,0.86,-4.258,1.0,0.026,0.64,0.85,4.0,123.316,Punjabi,Rainy,Morning
9443,5BeS2hhnCiV08PMBeogsrl,Main Banjaran Ram Ki,Siddheshwari Devi,0.091,5.0,0.982,-5.028,1.0,0.097,0.24,0.067,4.0,129.83,Punjabi,Rainy,Morning
9444,53FgBIlpwINKJjoFS0kPZS,Botal Pahle Tor Di,Bhagwant Singh Pyasa,0.07,8.0,0.13,-3.864,1.0,0.662,0.87,0.51,4.0,172.544,Punjabi,Cloudy,Evening
9445,3p1zFt1VuXALVdHOQ6Uiee,Khub Teri Ragri Part 2,Bhai Balwinder Singh Rangila|Party,0.0529,6.0,0.103,-9.003,1.0,0.468,0.18,0.333,4.0,133.973,Punjabi,Clear,Night
9446,3IPjOYMi1ecMJA9hgQG4C9,Sohni Tu Shoukin,Vijay Kumar,0.095,11.0,0.51,-8.43,1.0,0.766,0.18,0.48,4.0,123.987,Punjabi,Clear,Night
9447,3an3qPFiJtHqrEhXZBQ4f4,Chad Gai Ni Chad Gai,Dilraj Kaur|Jaspal Singh,0.04,5.0,0.512,-5.414,0.0,0.326,0.67,0.46,4.0,166.09,Punjabi,Clear,Night
9448,4SAf09ifGJGzU1Ghn2dwlA,Eh Rangeen Dharti,Minoo Purshottam,0.056,11.0,0.71,-3.792,1.0,0.013,0.18,0.18,4.0,132.495,Punjabi,Rainy,Morning
9449,49j5ppTtr5YXz6g39Rn6wf,Kabaddi Kabaddi,Mahendra Kapoor|Shailendra Singh|Others,0.06,11.0,0.762,-6.139,0.0,0.317,0.83,0.846,4.0,165.884,Punjabi,Rainy,Morning
9450,7hJG436TD3ke71dTe3TAaW,Soney Da Til Mahiya,Gulshan Ara Syed,0.0882,7.0,0.99,-8.64,1.0,0.739,0.76,0.96,4.0,119.981,Punjabi,Sunny,Afternoon
9451,1IEvzGvXhoUEkSuINdRBJo,Papu Ne Dandi Baddi,Sudesh Kapoor|Lakhan Pal Lakhan,0.051,6.0,0.045,-10.02,0.0,0.348,0.33,0.022,4.0,138.043,Punjabi,Foggy,Night
9452,5tF9FPKKaLSIf6OBM9U3qz,Boliyan Kede Kam Nu,K. Deep,0.003,11.0,0.24,-4.331,1.0,0.615,0.36,1.0,4.0,188.394,Punjabi,Cloudy,Night
9453,01wKSskXyGlRlXMua5cLUK,Teri Been Ne Lut Layee We,Kamal Bhamra|Parkash Jhalli,0.1,7.0,0.755,-5.448,1.0,0.033,0.65,0.401,4.0,113.938,Punjabi,Rainy,Morning
9454,5eGHW2W7QFmHvs8ZZeDbWf,Gilla Karta Pajaama Saara Mera,Mahavir,0.06,2.0,0.58,-7.98,1.0,0.007,0.28,0.09,4.0,159.246,Punjabi,Foggy,Night
9455,6NOSJ5EHmMIYO9UnHGMm1g,Saun Rab Di,Surinder Bawa|Suchetbala,0.013,0.0,0.2,-5.98,1.0,0.146,0.24,0.963,4.0,126.12,Punjabi,Foggy,Night
9456,0EuArvsOvXKeYABGXy9X3y,Asi Tera Kena,Jaspinder Narula|Yashpal Arthur,0.06,7.0,0.846,-11.02,0.0,0.535,0.07,0.915,4.0,122.049,Punjabi,Clear,Night
9457,7viPRzGYrvQlvMpmJvxNlo,Mera Des,Jaspinder Narula|Yashpal Arthur,0.09,7.0,0.31,-13.266,1.0,0.053,0.44,0.57,4.0,123.316,Punjabi,Foggy,Night
9458,3PM5h4hsBx9B2pf2kTVQFf,Dhiyan Raniyan,Noor Jehan|Chorus,0.0832,1.0,0.435,-11.794,1.0,0.536,0.33,0.671,4.0,184.374,Punjabi,Cloudy,Night
9459,41S8t5NKatfSRPPhtK6TdC,Ve Chharian De Aag Lag,Samarjeet Samar|S.s.lohar,0.0212,6.0,0.69,-2.43,0.0,0.885,0.64,0.39,4.0,112.022,Punjabi,Sunny,Evening
9460,3IXbLiqGh4nJuWk9cuOPhh,Disco Jugni Kendi Ae,Noor Jehan,0.0886,5.0,0.506,-11.306,1.0,0.783,0.23,0.961,4.0,140.037,Punjabi,Clear,Night
9461,1tRVGT5uAuI0jhDlTwP9fD,Kholo Kholo Maa Mandar Ke Dware,Jaspinder Narula,0.05,6.0,0.89,-8.511,1.0,0.064,0.6,0.96,4.0,166.132,Punjabi,Rainy,Morning
9462,5Y5GJ93TYxlbRiTW9P1SOi,Dana Pana Khich,Mohammed Rafi,0.0403,5.0,0.981,-8.76,0.0,0.07,0.42,0.517,4.0,131.006,Punjabi,Rainy,Morning
9463,03rFY4JBBroW6MMgdPJVk6,Diwani Aan Mastani Aan,Nahid Akhtar,0.0433,1.0,0.91,-6.341,1.0,0.566,0.29,0.38,4.0,119.888,Punjabi,Clear,Night
9464,6EVlbJLhpA5wbW1PvETvWS,Karegaran Da Shehar,Asha Bhosle,0.046,8.0,0.558,-10.343,0.0,0.997,0.53,0.922,4.0,166.052,Punjabi,Stormy,Evening
9465,32s0doTnbqa6jbuuKCtXNW,Main Labhya See Teinu,Devki Anand|Savita Sethi,0.0531,8.0,0.52,-7.044,1.0,0.931,0.51,0.27,4.0,125.079,Punjabi,Stormy,Evening
9466,2VqHpvNNAk9dIkTu2lDatH,We Dholna Ji Kar Da,Noor Jehan,0.003,7.0,0.225,-5.36,1.0,0.042,0.14,0.686,4.0,212.008,Punjabi,Foggy,Night
9467,36JJ3X1iB2tgjfwgxzFEms,Thand Mittran De Kaleje Wi Paa Jatiye,Jawahar Bharoli|Neelam,0.0925,7.0,0.78,-10.261,1.0,0.664,0.78,0.31,4.0,209.996,Punjabi,Clear,Evening
9468,70wALX6SXn9PEgIMKoh9bJ,Jatt Dee Samaj Naa Ayee,Pal Singh Pal,0.065,2.0,0.063,-10.641,0.0,0.466,0.57,0.194,4.0,186.058,Punjabi,Clear,Night
9469,6CINAmnhJI6sai6N38n2Fj,Sikhar Dupehre Phar,Samarjeet Samar|S.s.lohar,0.0654,4.0,0.51,-5.782,0.0,0.218,0.43,0.05,4.0,164.48,Punjabi,Foggy,Night
9470,4efVjWZVj5sshZ2TibyiMB,Farh Lai Meri Bahn,Minoo Purshottam,0.026,2.0,0.147,-4.752,0.0,0.253,0.15,0.804,4.0,175.996,Punjabi,Foggy,Night
9471,5hOqB9SCmpQA4cCK6NOgDv,Ki Kehne Nakhre Billo De,Ravinder Kumar 'Ravi',0.024,11.0,0.65,-6.908,0.0,0.925,0.68,0.56,4.0,168.076,Punjabi,Sunny,Evening
9472,1wY0Kb6q6WwqYlefIJbgAU,Mar Jaave Moya Daakiya,Sarvjeet,0.06,6.0,0.403,-4.591,1.0,0.302,0.25,0.147,4.0,173.962,Punjabi,Foggy,Night
9473,5MTRP8lSKexHHBhRmvYdpr,Nach Nach Nach Ni Tu Gidhhe Vich Nach,Bimla Rani,0.028,7.0,0.1,-11.047,0.0,0.247,0.7,0.89,4.0,175.562,Punjabi,Clear,Night
9474,2IfrKQlc3qB9TY5vGaz6N7,Thaan Thaan Dera Launde Put De,Dilraj Kaur|Ramesh Chopra,0.003,1.0,0.408,-4.611,1.0,0.612,0.16,0.342,4.0,202.608,Punjabi,Cloudy,Night
9475,2ft3u07lYQp4W4X8YSEww3,Mirza,Lakhbir Singh Lakkha,0.048,1.0,0.67,-5.131,0.0,0.538,0.66,0.73,4.0,201.808,Punjabi,Clear,Evening
9476,6o5zTsC7e516KSeVI7AcDb,Vich Ansali Rehnda Si,Shankar Shambhu Qawwal,0.089,11.0,0.538,-13.027,0.0,0.102,0.55,0.347,4.0,179.993,Punjabi,Clear,Night
9477,4eN7YPX0E18uE92x9A8lQH,Shaheed Kartar Singh Sarabha,Ranjit Singh|Satindar Pal Singh Sidhvan Wale,0.0598,6.0,0.21,-9.323,0.0,0.304,0.4,0.75,4.0,213.998,Punjabi,Foggy,Night
9478,6ywyZRNJk77zwHQ984qK9H,Char Driver Veer Jado Ne Dera Lande,Shabab Alawalpuri,0.048,11.0,0.969,-2.412,0.0,0.01,0.59,0.39,4.0,182.078,Punjabi,Rainy,Morning
9479,3MYvxyNh3ZJ4Iz7bgvH3AC,Jhuthe Da Mooh Kala,Mahendra Kapoor,0.069,8.0,0.41,-3.017,0.0,0.274,0.3,0.01,4.0,110.544,Punjabi,Foggy,Night
9480,3EVUJb5G6BFeFz93i6dBUn,Bin Darshan Kaise Jiwo Meri Mai,Pramila Kumari,0.08,10.0,0.123,-10.534,0.0,0.265,0.52,0.313,4.0,168.976,Punjabi,Clear,Night
9481,3qW20h4NoUKmrD7p5aSdwt,Ek Dil Mera,Noor Jehan,0.025,2.0,0.841,-9.254,0.0,0.995,0.29,0.941,4.0,189.996,Punjabi,Stormy,Night
9482,1V37pufUsuWWKNiqT2aYBg,Akh Larhi Bado Badi,Noor Jehan,0.0732,5.0,0.92,-9.018,0.0,0.692,0.75,0.04,4.0,130.063,Punjabi,Clear,Evening
9483,2BXupQ0Eh2Mz2PG6s9kUEl,Lal Rang Di Motor,Mahendra Kapoor,0.0748,0.0,0.979,-12.971,1.0,0.834,0.66,0.309,4.0,195.912,Punjabi,Sunny,Afternoon
9484,2Q5aWR7JY2MdgQbAfIgmVD,Main Kudiyaan Panj Dariavaan Dee,Gikk Garewal,0.08,4.0,0.163,-10.099,0.0,0.98,0.72,0.322,4.0,137.884,Punjabi,Sunny,Evening
9485,6OEQscYV8DX1UAG4Bw7PCT,We Toon Aeho Jiya Takya,Musarrat Nazir,0.0479,3.0,0.71,-2.601,1.0,0.804,0.94,0.43,4.0,126.186,Punjabi,Sunny,Afternoon
9486,6Zmhrv7pSoxqAJM2e7o20R,Peeng Hulare Lendee,Mangal Singh,0.035,2.0,0.156,-5.204,0.0,0.958,0.72,0.206,4.0,190.126,Punjabi,Sunny,Evening
9487,0SWKsGPFnRxnoRPPj5KT0n,Menda Deen Vee Toon,Surinder Kaur,0.0742,9.0,0.639,-2.432,0.0,0.771,0.04,0.671,4.0,123.017,Punjabi,Clear,Night
9488,1SPl8DapiYal4lmiMNFNjP,Bhul Gai Main Bhul Gai,Noor Jehan,0.0639,7.0,0.08,-6.461,1.0,0.262,0.63,0.76,4.0,125.01,Punjabi,Clear,Night
9489,0ZmznP78sYVelqS464ZrH4,Asan Hor Bhala Rab Kolon,Nusrat Fateh Ali Khan,0.0004,4.0,0.606,-10.476,0.0,0.549,0.12,0.675,4.0,165.528,Punjabi,Clear,Night
9490,1RZUAEih8WGbGsKlJVdS3F,Dil Lai Gayi Shahar Di Kudee,S.S. Dhillon,0.002,11.0,0.82,-2.035,0.0,0.618,0.22,0.88,4.0,185.328,Punjabi,Clear,Night
9491,6ChJRNKcUI6dRSWeVC7L37,Teri Ankh Lakh Lakh,Mahendra Kapoor|Dilraj Kaur,0.0639,1.0,0.82,-4.089,1.0,0.188,0.42,0.39,4.0,152.097,Punjabi,Rainy,Morning
9492,5A7e80OMVHHelhMniSAZ76,Sundari Tey Mundari,Mehnaz|Nahid Akhtar,0.0544,11.0,0.431,-13.742,0.0,0.63,0.65,0.014,4.0,116.073,Punjabi,Cloudy,Evening
9493,1JZXXf9GRicbAK8zlPDhmm,Dopatta,Musarrat Nazir,0.03,7.0,0.56,-10.17,0.0,0.969,0.03,0.33,4.0,112.019,Punjabi,Clear,Night
9494,78QoYpJ2xGeto8eBo75OZC,Jadon Lokan Di Nazar,Chandrani Mukherjee,0.0539,4.0,0.8,-10.311,0.0,0.984,0.22,0.22,4.0,166.042,Punjabi,Stormy,Night
9495,242CWfiGEBNtOOajVhtroO,Bhotian Majajan Waliye,Mahendra Kapoor,0.03,9.0,0.498,-12.387,0.0,0.834,0.48,0.364,4.0,149.918,Punjabi,Cloudy,Evening
9496,6ltrWk712T9LNrJ1o4IUCg,Ganesh Vandana,Mahendra Kapoor,0.0532,11.0,0.154,-3.905,1.0,0.311,0.35,0.068,4.0,140.01,Punjabi,Foggy,Night
9497,5XrA6K9AFxboeNTmMBSOu2,Ja Tere Naal Pyar,Nahid Akhtar,0.028,3.0,0.12,-3.335,1.0,0.336,0.97,0.7,4.0,160.055,Punjabi,Clear,Night
9498,2UtQJm3PCKkSkX131dXCzG,Teri A Jawani,Ravinder Kumar 'Ravi',0.0087,1.0,0.377,-12.477,0.0,0.218,0.57,0.058,4.0,172.018,Punjabi,Clear,Night
9499,6F6PgPpCM4d59Wk7GLA7Qm,Agge Wang Sharmave Na,Lakhbir Singh Lakkha,0.0339,9.0,0.59,-2.512,1.0,0.023,0.7,0.47,4.0,200.0,Punjabi,Clear,Night
9500,2iGzA3RjPDuVip0MMMoQzP,"Yousaf Zulekha, Pt. 1",Alam Lohar,0.07,2.0,0.752,-12.463,1.0,0.037,0.81,0.093,4.0,172.171,Punjabi,Rainy,Morning
9501,7MxsCRr9ObxeuCBFVlwpZP,Munda Sher Lahore Da,Tafo Brothers,0.06,9.0,0.79,-4.826,0.0,0.381,0.33,0.25,4.0,114.961,Punjabi,Rainy,Morning
9502,1K81LZNNwqDZca0cwwJWif,Ladla Deor,Balwinder Kumar,0.0657,1.0,0.427,-3.979,0.0,0.397,0.31,0.726,4.0,157.892,Punjabi,Foggy,Night
9503,46X5iVQ8l3vDnkZzUtsify,Main Peke Tur Jana,Narinder Biba,0.0884,4.0,0.835,-9.726,0.0,0.572,0.55,0.927,4.0,186.006,Punjabi,Clear,Evening
9504,6dyX19DBDWgg9VFXDUFXZS,Ik Supna Vekhya,Minoo Purshottam,0.02,0.0,0.4,-4.316,1.0,0.131,0.19,0.08,4.0,150.416,Punjabi,Foggy,Night
9505,4cKA5dESbkOMaYs2N2uE23,Richsa Babbe Da,Chhanda|Prof.hari Dev,0.0373,1.0,0.129,-3.749,0.0,0.144,0.03,0.829,4.0,115.002,Punjabi,Foggy,Night
9506,2YNsu4KjVTbMqTgvefqd0p,Aaj Main Bechan Ayah,Jaspal Singh,0.0668,1.0,0.73,-7.536,0.0,0.592,0.26,0.51,4.0,146.163,Punjabi,Clear,Night
9507,37RBFYPJbcFPUhBNsclDoV,Bhona Wali Di Jyot Jagaao,Jaspinder Narula,0.009,8.0,0.79,-2.809,0.0,0.762,0.73,0.64,4.0,150.48,Punjabi,Sunny,Evening
9508,09sBvOTfn11d1Ew4kpJzJf,Lut Ke Lai Gai,A. S. Kang,0.068,5.0,0.131,-8.806,0.0,0.107,0.18,0.284,4.0,120.14,Punjabi,Foggy,Night
9509,3MaRh8JWkWnblFu0qwJUNw,Pind De Mundiya Nu,Yash Ludhianvi,0.04,11.0,0.12,-10.86,0.0,0.873,0.58,0.12,4.0,148.076,Punjabi,Cloudy,Evening
9510,2Pd0uLsP27NdtyMbrZXm1D,Shama Di Agg Te Hass Hass Jalna,Asha Bhosle,0.07,10.0,0.686,-2.116,1.0,0.733,0.21,0.074,4.0,117.489,Punjabi,Clear,Night
9511,1nuTReN7K52NzGzRIWELu2,Ohle Beth Ke Si,Muhammad Arif Lohar,0.06,11.0,0.58,-10.136,0.0,0.304,0.47,0.43,4.0,169.974,Punjabi,Foggy,Night
9512,5mBfDDPXYY8Inra1MiVV8e,Dil Wala Kamra Tey,Nahid Akhtar|Shazia,0.046,7.0,0.12,-7.501,0.0,0.067,0.25,0.09,4.0,180.09,Punjabi,Foggy,Night
9513,5yKEQRpyt5KVsz3mksX7Jm,Hath Leven Te,Asha Bhosle|Mahendra Kapoor,0.0779,6.0,0.935,-4.59,1.0,0.47,0.21,0.305,4.0,115.431,Punjabi,Clear,Night
9514,0bkJhX9LCNz9xCAzkFRpXb,Naale Larda Jeth Tett,Chhanda|Prof.hari Dev,0.0259,9.0,0.57,-10.485,0.0,0.947,0.94,0.91,4.0,193.926,Punjabi,Sunny,Evening
9515,1tWLNrr3fnj7BpdsA7WAvs,Hun Moi Hune Moi,Dilraj Kaur|Ranjit Kaur,0.06,5.0,0.737,-13.068,1.0,0.149,0.32,0.301,4.0,209.084,Punjabi,Rainy,Morning
9516,7tgISXLdvkqe6Bzp2fmJjB,Dil Beiman Ho Gaye,K. L. Chand|Akash Group,0.03,5.0,0.82,-3.193,0.0,0.738,0.91,0.51,4.0,136.382,Punjabi,Sunny,Evening
9517,16GRtBQgX1bgsTlTjyKnCn,Baba Vishavkarma Mear Kare,Piara Singh Jalalabadi|Manju Noorpuri,0.0474,7.0,0.701,-6.966,0.0,0.148,0.64,0.523,4.0,176.088,Punjabi,Rainy,Morning
9518,2z686jQmrz3Jk4E7rqDuOc,Maahi Ne Liya Ke Mainun,Savita Suman,0.08,1.0,0.04,-3.143,1.0,0.9,0.82,0.89,4.0,147.897,Punjabi,Sunny,Afternoon
9519,2C18c0a9Y6N7Qtm5PseXZ4,Mera Turriya Dholan,Musarrat Nazir,0.026,11.0,0.117,-13.265,1.0,0.861,0.32,0.973,4.0,132.091,Punjabi,Cloudy,Night
9520,0jXBjaM1mNhXS0lebkkvpK,"Loak Dastaan Sohini Mahiwal, Pt. 1",Aashiq Hussain Jutt,0.065,5.0,0.957,-6.93,0.0,0.449,0.76,0.668,4.0,173.914,Punjabi,Clear,Night
9521,5rWATL6uqvJw3VSQ08wRjr,Kiyon Bhai Dhakan Vir,Balbir|S. Mohinder,0.01,11.0,0.32,-4.137,1.0,0.315,0.81,0.961,4.0,190.22,Punjabi,Clear,Night
9522,1n3Ns5e1bw60o7ppuZM6Aw,"Panchi Te Pardesi (From ""Nooran"")",Munir Hussain|Noor Jehan,0.04,5.0,0.38,-3.878,1.0,0.079,0.79,0.12,4.0,176.898,Punjabi,Clear,Night
9523,7zLlaSxmujqSsWFvAplPkh,Karde Kurhi Tun Koi Fitt Bhabiey,Seema|Sital Singh Sital,0.1,5.0,0.691,-7.327,0.0,0.436,0.77,0.894,4.0,198.272,Punjabi,Clear,Night
9524,25fRD12uw1NfveJlkX89qB,Main Ta Tainu Hee Bas Khair Paoni,Gikk Garewal,0.0545,8.0,0.66,-6.218,1.0,0.521,0.15,0.42,4.0,160.724,Punjabi,Clear,Night
9525,2aSyzjlLu3To9tyOBOWiFO,Mere Man Laga Deen Deyal,Sohan Singh Rasia,0.0998,7.0,0.819,-3.536,0.0,0.006,0.72,0.644,4.0,171.64,Punjabi,Rainy,Morning
9526,1Jxhb4WSsqFHbz911dzYd0,Nee Teean Aa Gaian,Minoo Purshottam|Chorus,0.06,1.0,0.7,-8.944,0.0,0.749,0.3,0.77,4.0,183.834,Punjabi,Clear,Night
9527,30ns7I3gaGcsdvIiFesld1,Munda Kar Gaya Kudi Nu Select,Pamela Singh,0.044,9.0,0.238,-2.398,0.0,0.8,0.15,0.621,4.0,176.119,Punjabi,Cloudy,Night
9528,7sFFdDH1tTiS9qLAUgUE5U,Sade Naal Kyun Nain,Noor Jehan,0.0875,2.0,0.5,-4.638,1.0,0.391,0.55,0.12,4.0,183.812,Punjabi,Clear,Night
9529,1IzgJJA6qX1fbhdl0HAtRb,Ajda Mausam Jawan Vey,Preeti Sagar,0.02,6.0,0.217,-3.459,0.0,0.54,0.93,0.137,4.0,148.424,Punjabi,Cloudy,Evening
9530,3Bo0oKOwYxcCgOp8xT6YL5,Asan Manun Kuch Nain,Nusrat Fateh Ali Khan,0.06,9.0,0.19,-7.624,1.0,0.979,0.31,0.52,4.0,160.143,Punjabi,Cloudy,Night
9531,3oOaFoik0L2q9CJjHp8rz3,Lami Sarak Te Waqt,Bela Sraver,0.0018,1.0,0.702,-5.853,1.0,0.344,0.19,0.182,4.0,190.524,Punjabi,Rainy,Morning
9532,71ORTVygodOL2e9uZepIgh,Srmind Diye Dewam,Naarindwr Bida,0.0605,6.0,0.55,-5.217,0.0,0.162,0.58,0.5,4.0,207.554,Punjabi,Clear,Night
9533,6cCBLUadDVrNRwp8zZqsMw,Ek Teni De Do Phul,Inayat Hussain Bhatti,0.09,5.0,0.873,-9.017,0.0,0.089,0.08,0.804,4.0,151.698,Punjabi,Rainy,Morning
9534,0380dKD6tJ7TCSpID62xpT,Pind Di Shoukin Santo,Manju|Piara Singh Jalalabadi,0.0,9.0,0.07,-6.914,1.0,0.302,0.99,0.82,4.0,140.148,Punjabi,Clear,Night
9535,4ZWMHzKUns7h0caE6TwKra,Shikar Dopehre Wangan Wala,Nahid Akhtar,0.0,4.0,0.123,-3.375,1.0,0.959,0.31,0.854,4.0,136.304,Punjabi,Cloudy,Night
9536,5sNxTjfbzwIxYQXyYA05It,Sap Di Kanj Warga,Surinder Bawa|Suchetbala,0.02,9.0,0.83,-5.037,1.0,0.191,0.94,0.21,4.0,172.006,Punjabi,Rainy,Morning
9537,4DYtaE1uqn6geMZIuc0Fyh,Pang Piti Ae,Asha Bhosle,0.1,0.0,0.848,-4.015,1.0,0.756,0.92,0.686,4.0,181.878,Punjabi,Sunny,Afternoon
9538,4U07Os7Je8lfLWVZAU8jmx,Aasi O Bad Kismat Ho Jede,M S Sethi,0.002,0.0,0.721,-13.714,1.0,0.391,0.75,0.461,4.0,165.262,Punjabi,Rainy,Morning
9539,1k6b8R2QGQOcaHib8AW8VK,Akh Mastani Ae,Suman Kalyanpur,0.093,11.0,0.382,-6.301,0.0,0.81,0.09,0.307,4.0,130.804,Punjabi,Cloudy,Night
9540,0VAswbPHTANbYsOnj9QCZO,Baras Ghana Mera Pir Ghar Aya,Neelam Sahni,0.019,8.0,0.16,-3.202,1.0,0.324,0.8,0.78,4.0,169.81,Punjabi,Clear,Night
9541,58bQ9DhnXeu3kLw1ifWmBd,Do Ghut Amrit Pee,Narinder Biba,0.04,1.0,0.05,-3.109,0.0,0.61,0.25,0.324,4.0,139.917,Punjabi,Cloudy,Night
9542,0tBZEblOjrx7RBE8KYmeyE,Kanda Ishqe Da,Noor Jehan,0.031,6.0,0.98,-11.383,0.0,0.582,0.09,0.46,4.0,147.02,Punjabi,Clear,Night
9543,7fyZM0FPKcW99J47ugqa7W,Paake Yaar Di Nishani Chichi Chhalla,Sudhama Ram,0.068,4.0,0.14,-3.611,1.0,0.738,0.03,0.84,4.0,200.052,Punjabi,Cloudy,Night
